a,b,c,d,e,f,g,v,l,wgs84lng,wgs84lat,wgs84lng1,wgs84lat1,marslng,marslat,marslng1,marslat1
26gA64,2018-02-05T04:00:02,114.1864928,30.56577717,2018-02-05T04:02:12,114.1914225,30.563655,528,1,114.1809568,30.56818428,114.1859003,30.56607161,114.1864928,30.56577717,114.1914225,30.563655
05JolL,2018-02-05T04:00:10,114.309791,30.57465397,2018-02-05T04:02:21,114.2995541,30.57831188,1061,1,114.3043416,30.57706274,114.2941183,30.58073671,114.309791,30.57465397,114.2995541,30.57831188
0yakZP,2018-02-05T04:00:12,114.2576002,30.57911774,2018-02-05T04:01:40,114.3949906,30.5139656,15020,1,114.2521869,30.58158475,114.3894484,30.51626991,114.2576002,30.57911774,114.3949906,30.5139656
3G0JwL,2018-02-05T04:00:31,114.3519598,30.60399989,2018-02-05T04:02:41,114.3533329,30.60400704,131,1,114.3464416,30.60631927,114.3478128,30.60632411,114.3519598,30.60399989,114.3533329,30.60400704
0582Jr,2018-02-05T04:00:34,114.3352954,30.60642464,2018-02-05T16:01:48,114.340843,30.60417552,7209900,1,114.3298026,30.60877323,114.3353415,30.60651461,114.3352954,30.60642464,114.340843,30.60417552
3Gmwkq,2018-02-05T04:00:34,114.229546,30.6102375,2018-02-05T04:02:45,114.2285392,30.60992169,103,1,114.2241039,30.61268609,114.2230955,30.61236965,114.229546,30.6102375,114.2285392,30.60992169
25brB6,2018-02-05T04:00:35,114.3039456,30.61023651,2018-02-05T04:02:53,114.3064693,30.61802431,899,1,114.2985013,30.61264171,114.3010209,30.62042202,114.3039456,30.61023651,114.3064693,30.61802431
3nRRra,2018-02-05T04:00:44,114.1868393,30.62236527,2018-02-05T04:02:53,114.1883002,30.61947223,351,1,114.1812993,30.62475108,114.1827646,30.62186185,114.1868393,30.62236527,114.1883002,30.61947223
26Nmp6,2018-02-05T04:00:49,114.1939844,30.626658,2018-02-05T04:02:58,114.1927596,30.62652352,118,1,114.1884636,30.62905454,114.1872356,30.62891802,114.1939844,30.626658,114.1927596,30.62652352
0nO0PP,2018-02-05T04:00:55,114.3932679,30.63576148,2018-02-05T04:03:04,114.3920425,30.63354715,273,1,114.3877149,30.63802147,114.3864897,30.63580859,114.3932679,30.63576148,114.3920425,30.63354715
25LAnG,2018-02-05T04:00:59,114.3291922,30.64559155,2018-02-05T04:03:09,114.3296112,30.64214155,386,1,114.323706,30.64793543,114.3241246,30.64448612,114.3291922,30.64559155,114.3296112,30.64214155
3nlY6p,2018-02-05T04:01:19,114.2807369,30.47556112,2018-02-05T04:03:31,114.2804572,30.47785027,256,1,114.2753281,30.47804491,114.2750484,30.48033375,114.2807369,30.47556112,114.2804572,30.47785027
0n425x,2018-02-05T04:01:36,114.390354,30.50809285,2018-02-05T04:03:47,114.3929456,30.50721333,267,1,114.3848123,30.51040089,114.3874038,30.50952045,114.390354,30.50809285,114.3929456,30.50721333
04EP0O,2018-02-05T04:01:39,114.2314118,30.51424278,2018-02-05T04:03:51,114.2307375,30.51781648,403,1,114.2259808,30.51672695,114.2253052,30.52029907,114.2314118,30.51424278,114.2307375,30.51781648
0n4N0D,2018-02-05T04:01:39,114.2450937,30.51258449,2018-02-05T04:03:50,114.2420254,30.51367172,318,1,114.2396788,30.515075,114.2366075,30.51616119,114.2450937,30.51258449,114.2420254,30.51367172
0nb6VL,2018-02-05T04:01:47,114.3942684,30.52370445,2018-02-05T04:03:58,114.392789,30.52440711,162,1,114.3887253,30.52600594,114.3872457,30.52670894,114.3942684,30.52370445,114.392789,30.52440711
0n0lgx,2018-02-05T04:01:50,114.4032142,30.52823039,2018-02-05T04:04:01,114.4128375,30.52899554,926,1,114.3976734,30.53052902,114.407304,30.53129634,114.4032142,30.52823039,114.4128375,30.52899554
37elXD,2018-02-05T04:01:52,114.1839206,30.5314374,2018-02-05T04:04:05,114.1837813,30.53502221,399,1,114.1783803,30.53385164,114.1782403,30.53743502,114.1839206,30.5314374,114.1837813,30.53502221
07e5p7,2018-02-05T04:01:54,114.2286865,30.5335329,2018-02-05T04:04:03,114.2312036,30.53218089,284,1,114.2232497,30.53600894,114.2257707,30.5346592,114.2286865,30.5335329,114.2312036,30.53218089
3npl6l,2018-02-05T04:01:58,114.3145137,30.53762562,2018-02-05T04:04:05,114.3171999,30.53344619,531,1,114.3090604,30.54003882,114.3117428,30.53585579,114.3145137,30.53762562,114.3171999,30.53344619
3nXJXE,2018-02-05T04:02:00,114.3359727,30.54175598,2018-02-05T04:04:09,114.3351906,30.54080691,129,1,114.3304845,30.54412712,114.3297037,30.54317985,114.3359727,30.54175598,114.3351906,30.54080691
0nl7VP,2018-02-05T04:02:04,114.3331659,30.54793762,2018-02-05T04:04:14,114.3401577,30.54754382,671,1,114.3276817,30.55031198,114.3346622,30.54990514,114.3331659,30.54793762,114.3401577,30.54754382
07oezO,2018-02-05T04:02:08,114.3142127,30.55272167,2018-02-05T04:04:18,114.3158158,30.55294442,155,1,114.3087585,30.55513029,114.3103591,30.55535,114.3142127,30.55272167,114.3158158,30.55294442
37elmD,2018-02-05T04:02:09,114.2260671,30.55457073,2018-02-05T04:04:20,114.2172467,30.55675264,879,1,114.2206242,30.55703749,114.2117873,30.55920977,114.2260671,30.55457073,114.2172467,30.55675264
27e28v,2018-02-05T04:02:12,114.35083,30.55983644,2018-02-05T12:05:56,114.3477704,30.55616103,503,1,114.3453173,30.56217435,114.3422625,30.55850556,114.35083,30.55983644,114.3477704,30.55616103
3Qaeb7,2018-02-05T04:02:12,114.2956786,30.55892728,2018-02-05T04:04:21,114.2952737,30.55774333,137,1,114.2902491,30.56136521,114.2898448,30.56018229,114.2956786,30.55892728,114.2952737,30.55774333
37e2rg,2018-02-05T04:02:21,114.279859,30.57586922,2018-02-05T04:04:32,114.2799013,30.57483214,115,1,114.2744422,30.57832178,114.2744845,30.57728503,114.279859,30.57586922,114.2799013,30.57483214
0yakzP,2018-02-05T04:02:23,114.3949906,30.5139656,2018-02-05T04:58:18,114.2576002,30.57911774,15020,1,114.3894484,30.51626991,114.2521869,30.58158475,114.3949906,30.5139656,114.2576002,30.57911774
37eKVq,2018-02-05T04:02:23,114.2540409,30.58007571,2018-02-05T04:04:35,114.256274,30.58081816,229,1,114.2486261,30.5825432,114.2508601,30.5832849,114.2540409,30.58007571,114.256274,30.58081816
3nbd67,2018-02-05T04:02:24,114.2556371,30.58113366,2018-02-05T04:04:35,114.2581199,30.58150373,241,1,114.2502229,30.58360044,114.2527065,30.58396969,114.2556371,30.58113366,114.2581199,30.58150373
26lPOn,2018-02-05T04:02:26,114.3619522,30.58392615,2018-02-05T04:04:41,114.3595849,30.58943267,653,1,114.3564229,30.58623746,114.3540579,30.59174543,114.3619522,30.58392615,114.3595849,30.58943267
0nlDl7,2018-02-05T04:02:28,114.3381661,30.58600846,2018-02-05T04:04:41,114.3369595,30.58840168,290,1,114.3326705,30.58835959,114.3314656,30.59075417,114.3381661,30.58600846,114.3369595,30.58840168
37elVE,2018-02-05T04:02:31,114.2403163,30.59230907,2018-02-05T04:04:44,114.2436826,30.59443462,400,1,114.2348899,30.59477064,114.2382593,30.59689634,114.2403163,30.59230907,114.2436826,30.59443462
37wMNE,2018-02-05T04:02:31,114.328988,30.58912993,2018-02-05T04:04:40,114.3309843,30.58766348,251,1,114.323507,30.59149731,114.3255002,30.5900276,114.328988,30.58912993,114.3309843,30.58766348
07e4LD,2018-02-05T04:02:32,114.2837156,30.59227,2018-02-05T04:04:41,114.2808699,30.59015065,360,1,114.2782947,30.59471195,114.2754512,30.59259671,114.2837156,30.59227,114.2808699,30.59015065
0n4NZ7,2018-02-05T04:02:32,114.287058,30.59154802,2018-02-05T04:04:42,114.2765159,30.59101164,1011,1,114.2816344,30.59398607,114.2710996,30.59346192,114.287058,30.59154802,114.2765159,30.59101164
26l67G,2018-02-05T04:02:32,114.3259975,30.59057007,2018-02-05T04:04:42,114.3285372,30.59040044,244,1,114.3205213,30.59294262,114.3230569,30.59276819,114.3259975,30.59057007,114.3285372,30.59040044
26yJq5,2018-02-05T04:02:32,114.3504666,30.59218323,2018-02-05T04:04:42,114.350552,30.59079204,155,1,114.3449516,30.59450978,114.345037,30.59311898,114.3504666,30.59218323,114.350552,30.59079204
26ygzv,2018-02-05T04:02:33,114.2241776,30.59375928,2018-02-05T04:04:44,114.2240286,30.5955931,204,1,114.2187281,30.59620991,114.2185786,30.59804288,114.2241776,30.59375928,114.2240286,30.5955931
26lDXn,2018-02-05T04:02:36,114.2784925,30.59649837,2018-02-05T04:04:46,114.277601,30.59737025,129,1,114.2730747,30.59894453,114.2721836,30.59981699,114.2784925,30.59649837,114.277601,30.59737025
07oeqr,2018-02-05T04:02:37,114.3614653,30.59886586,2018-02-05T04:04:48,114.3607125,30.60053272,199,1,114.3559352,30.60117213,114.3551832,30.60283946,114.3614653,30.59886586,114.3607125,30.60053272
3nBQgm,2018-02-05T04:02:39,114.223084,30.60139251,2018-02-05T04:04:50,114.2250421,30.60477657,420,1,114.2176319,30.60383913,114.2195931,30.60722366,114.223084,30.60139251,114.2250421,30.60477657
3nXMxq,2018-02-05T04:02:39,114.2393556,30.60167852,2018-02-05T04:33:18,114.2304801,30.60878497,1160,1,114.2339273,30.60413608,114.2250395,30.61123482,114.2393556,30.60167852,114.2304801,30.60878497
0nl7yP,2018-02-05T04:02:42,114.2574249,30.60491927,2018-02-05T04:04:52,114.2581321,30.60559169,101,1,114.2520093,30.60737638,114.2527166,30.60804832,114.2574249,30.60491927,114.2581321,30.60559169
37elpE,2018-02-05T04:02:42,114.2250825,30.60517574,2018-02-05T04:04:46,114.2233073,30.59787701,829,1,114.2196335,30.60762271,114.2178559,30.60032522,114.2250825,30.60517574,114.2233073,30.59787701
26l3Q5,2018-02-05T04:02:44,114.263596,30.6063891,2018-02-05T04:04:53,114.2595803,30.60717559,394,1,114.2581814,30.60884309,114.2541651,30.60963108,114.263596,30.6063891,114.2595803,30.60717559
3nl2qm,2018-02-05T04:02:47,114.2217306,30.61123179,2018-02-05T04:04:54,114.2245821,30.61022144,295,1,114.2162751,30.61367315,114.2191318,30.61266594,114.2217306,30.61123179,114.2245821,30.61022144
045o6x,2018-02-05T04:02:48,114.2059578,30.61366056,2018-02-05T04:04:58,114.2084793,30.61435672,253,1,114.2004686,30.6160814,114.2029959,30.61678086,114.2059578,30.61366056,114.2084793,30.61435672
3nMb4M,2018-02-05T04:03:00,114.2005388,30.62709614,2018-02-05T04:05:07,114.1913526,30.62645389,882,1,114.1950351,30.62950324,114.1858247,30.62884599,114.2005388,30.62709614,114.1913526,30.62645389
26PBdv,2018-02-05T04:03:03,114.2835205,30.63266824,2018-02-05T04:05:13,114.2896423,30.6354352,662,1,114.2780963,30.63509407,114.2842126,30.63785199,114.2835205,30.63266824,114.2896423,30.6354352
37eXJg,2018-02-05T04:03:16,114.2984993,30.66386101,2018-02-05T04:05:25,114.2949405,30.66777478,552,1,114.2930574,30.66625224,114.2895024,30.67016973,114.2984993,30.66386101,114.2949405,30.66777478
2dvgq6,2018-02-05T04:03:35,114.4158844,30.48151967,2018-02-05T04:05:47,114.4191033,30.48695548,679,1,114.4103583,30.48383639,114.4135807,30.48927286,114.4158844,30.48151967,114.4191033,30.48695548
0n3VP7,2018-02-05T04:03:39,114.4070986,30.49191133,2018-02-05T04:05:48,114.4056595,30.49341493,217,1,114.4015634,30.49422154,114.4001232,30.49572445,114.4070986,30.49191133,114.4056595,30.49341493
3nglJa,2018-02-05T04:03:42,114.2656334,30.50119627,2018-02-05T04:05:47,114.2770827,30.49196358,1502,1,114.2602278,30.50368579,114.2716747,30.49444664,114.2656334,30.50119627,114.2770827,30.49196358
3nX4B7,2018-02-05T04:03:43,114.3006187,30.5022696,2018-02-05T04:05:52,114.3028907,30.50184913,223,1,114.2951881,30.50471822,114.2974572,30.50429412,114.3006187,30.5022696,114.3028907,30.50184913
3np2xL,2018-02-05T04:03:45,114.2838706,30.50621579,2018-02-05T04:05:54,114.2827808,30.50640596,107,1,114.278457,30.50868717,114.277368,30.50887858,114.2838706,30.50621579,114.2827808,30.50640596
3nLyDa,2018-02-05T04:03:47,114.3787026,30.507315,2018-02-05T04:05:54,114.3769492,30.50648537,192,1,114.373165,30.50963186,114.3714127,30.50880421,114.3787026,30.507315,114.3769492,30.50648537
3noBOL,2018-02-05T04:03:54,114.4275995,30.51725533,2018-02-05T04:06:01,114.4258139,30.51625294,204,1,114.4220873,30.51957168,114.4202988,30.51856765,114.4275995,30.51725533,114.4258139,30.51625294
27GnQG,2018-02-05T04:03:56,114.3640639,30.52135319,2018-02-05T08:03:26,114.3625283,30.52393411,322,1,114.3585376,30.5236832,114.3570035,30.52626551,114.3640639,30.52135319,114.3625283,30.52393411
3npl6l,2018-02-05T04:04:05,114.3171999,30.53344619,2018-02-05T04:06:17,114.3117518,30.53772877,706,1,114.3117428,30.53585579,114.3063027,30.54014699,114.3171999,30.53344619,114.3117518,30.53772877
05XZnD,2018-02-05T04:04:21,114.3357154,30.55850656,2018-02-05T04:06:29,114.3363865,30.55774659,106,1,114.3302261,30.5608724,114.3308962,30.56011143,114.3357154,30.55850656,114.3363865,30.55774659
0nxq0r,2018-02-05T04:04:21,114.31497,30.55605209,2018-02-05T04:06:29,114.3174518,30.55627049,239,1,114.3095144,30.55845815,114.3119923,30.55867186,114.31497,30.55605209,114.3174518,30.55627049
3pmXLL,2018-02-05T04:04:26,114.3058704,30.56618225,2018-02-05T04:06:35,114.3079372,30.56752409,248,1,114.3004273,30.568601,114.3024911,30.56993875,114.3058704,30.56618225,114.3079372,30.56752409
2KMqRN,2018-02-05T04:04:34,114.3186784,30.57905253,2018-02-05T16:05:33,114.3230047,30.57650096,7211488,1,114.313215,30.58144335,114.3175346,30.57888454,114.3186784,30.57905253,114.3230047,30.57650096
26My3a,2018-02-05T04:04:45,114.3856192,30.59715529,2018-02-05T04:06:54,114.3847581,30.59658525,104,1,114.3800706,30.59943523,114.3792098,30.59886603,114.3856192,30.59715529,114.3847581,30.59658525
05DVqD,2018-02-05T04:04:49,114.204786,30.60093171,2018-02-05T04:06:59,114.2056829,30.60166159,118,1,114.1992951,30.60335593,114.200194,30.60408684,114.204786,30.60093171,114.2056829,30.60166159
05qe3x,2018-02-05T04:04:49,114.2314855,30.6022861,2018-02-05T04:06:58,114.2299229,30.60321441,182,1,114.226047,30.60473924,114.224482,30.60566609,114.2314855,30.6022861,114.2299229,30.60321441
26yQ8R,2018-02-05T04:04:53,114.2654188,30.60694816,2018-02-05T04:07:02,114.2643649,30.60651664,112,1,114.2600041,30.60940091,114.2589503,30.60897017,114.2654188,30.60694816,114.2643649,30.60651664
26yGlJ,2018-02-05T04:04:57,114.4027713,30.61202246,2018-02-05T04:07:11,114.399841,30.61710511,631,1,114.3972229,30.61429053,114.3942909,30.61937125,114.4027713,30.61202246,114.399841,30.61710511
26Z4E5,2018-02-05T04:04:59,114.1883081,30.61598945,2018-02-05T04:07:10,114.188267,30.61790081,213,1,114.1827728,30.61838051,114.1827314,30.62029101,114.1883081,30.61598945,114.188267,30.61790081
3QOP5M,2018-02-05T04:05:03,114.2022737,30.6204374,2018-02-05T04:07:10,114.194047,30.61776178,842,1,114.1967749,30.62284996,114.1885272,30.6201621,114.2022737,30.6204374,114.194047,30.61776178
3QYkXq,2018-02-05T04:05:06,114.1927878,30.62310822,2018-02-05T04:07:13,114.1931518,30.62202718,125,1,114.1872641,30.62550419,114.1876292,30.62442422,114.1927878,30.62310822,114.1931518,30.62202718
26VV7R,2018-02-05T04:05:09,114.2545781,30.62798088,2018-02-05T04:07:17,114.2596135,30.62723204,489,1,114.2491594,30.63042926,114.2541965,30.62967931,114.2545781,30.62798088,114.2596135,30.62723204
2d2LOn,2018-02-05T04:05:11,114.2386738,30.63060472,2018-02-05T04:07:21,114.237998,30.63133786,104,1,114.2332422,30.6330502,114.2325656,30.63378274,114.2386738,30.63060472,114.237998,30.63133786
3nLmQa,2018-02-05T04:05:43,114.415376,30.48045679,2018-02-05T16:12:42,114.4211177,30.48034256,7216432,1,114.4098494,30.4827735,114.4155985,30.48266339,114.415376,30.48045679,114.4211177,30.48034256
0nb6VL,2018-02-05T04:06:07,114.392789,30.52440711,2018-02-05T04:08:16,114.3944315,30.52372449,175,1,114.3872457,30.52670894,114.3888884,30.52602592,114.392789,30.52440711,114.3944315,30.52372449
3GoxLE,2018-02-05T04:06:35,114.3043515,30.56678439,2018-02-05T04:08:46,114.3023077,30.57027158,434,1,114.2989104,30.56920552,114.2968691,30.57269488,114.3043515,30.56678439,114.3023077,30.57027158
2PPqMa,2018-02-05T04:06:44,114.1767671,30.58361464,2018-02-05T16:09:33,114.1825322,30.58124028,7212268,1,114.1712018,30.58599722,114.1769837,30.58363448,114.1767671,30.58361464,114.1825322,30.58124028
0nwlnr,2018-02-05T04:06:49,114.3363641,30.58884431,2018-02-05T04:09:01,114.3391056,30.59160368,404,1,114.3308711,30.59119775,114.333608,30.59395092,114.3363641,30.58884431,114.3391056,30.59160368
0BGdql,2018-02-05T04:06:56,114.2754252,30.59924239,2018-02-05T04:09:07,114.2741645,30.59942061,122,1,114.2700087,30.60169052,114.2687485,30.60186982,114.2754252,30.59924239,114.2741645,30.59942061
3npAAm,2018-02-05T04:07:08,114.1620564,30.61409641,2018-02-05T04:24:39,114.1611484,30.61554439,183,1,114.1564458,30.61643944,114.155535,30.61788516,114.1620564,30.61409641,114.1611484,30.61554439
2KayG5,2018-02-05T04:07:11,114.2703463,30.61790834,2018-02-05T04:09:21,114.2690416,30.61759959,129,1,114.26493,30.62035331,114.2636256,30.62004566,114.2703463,30.61790834,114.2690416,30.61759959
3nedma,2018-02-05T04:07:13,114.1971901,30.62243209,2018-02-05T16:10:03,114.2026931,30.62000828,7209936,1,114.1916782,30.62483574,114.1971954,30.62242166,114.1971901,30.62243209,114.2026931,30.62000828
05AO8L,2018-02-05T04:07:15,114.1929498,30.6234102,2018-02-05T04:09:25,114.198754,30.62442366,567,1,114.1874265,30.62580632,114.193246,30.62682903,114.1929498,30.6234102,114.198754,30.62442366
26PaJN,2018-02-05T04:07:31,114.3008735,30.65558616,2018-02-05T04:09:41,114.3003558,30.65475627,105,1,114.2954293,30.65797727,114.2949124,30.65714859,114.3008735,30.65558616,114.3003558,30.65475627
3np2xL,2018-02-05T04:08:03,114.2827808,30.50640596,2018-02-05T04:10:12,114.2824308,30.50477702,184,1,114.277368,30.50887858,114.2770184,30.50725054,114.2827808,30.50640596,114.2824308,30.50477702
26ry6Z,2018-02-05T04:08:21,114.257138,30.53205979,2018-02-05T04:10:32,114.2552795,30.53118699,203,1,114.2517286,30.53454343,114.2498695,30.53367138,114.257138,30.53205979,114.2552795,30.53118699
26ZNea,2018-02-05T04:08:21,114.2308832,30.5324739,2018-02-05T04:10:33,114.2249687,30.53533132,649,1,114.2254498,30.53495189,114.2195256,30.53780366,114.2308832,30.5324739,114.2249687,30.53533132
3paPY7,2018-02-05T04:08:23,114.3075252,30.53540906,2018-02-05T04:10:23,114.3039626,30.52058832,1683,1,114.3020824,30.53783558,114.298526,30.52302576,114.3075252,30.53540906,114.3039626,30.52058832
3G4Zl7,2018-02-05T04:08:29,114.2918562,30.54189572,2018-02-05T16:40:33,114.2956936,30.53658823,695,1,114.2864323,30.54434517,114.290266,30.5390338,114.2918562,30.54189572,114.2956936,30.53658823
26Yb8R,2018-02-05T04:08:58,114.3315663,30.58690693,2018-02-05T04:11:09,114.3267142,30.58625444,470,1,114.3260813,30.58927023,114.3212372,30.58862727,114.3315663,30.58690693,114.3267142,30.58625444
3nX5pm,2018-02-05T04:09:05,114.324402,30.5971892,2018-02-05T04:11:16,114.3246638,30.59848569,146,1,114.3189278,30.59956223,114.3191891,30.60085772,114.324402,30.5971892,114.3246638,30.59848569
26G3aR,2018-02-05T04:09:15,114.3992115,30.60939768,2018-02-05T04:11:31,114.3977419,30.61578925,724,1,114.3936619,30.61166702,114.3921913,30.61805625,114.3992115,30.60939768,114.3977419,30.61578925
26wqZG,2018-02-05T04:09:20,114.1936342,30.61735852,2018-02-05T04:11:35,114.1924099,30.62098825,420,1,114.1881133,30.61975831,114.1868854,30.62338445,114.1936342,30.61735852,114.1924099,30.62098825
3n6MeL,2018-02-05T04:09:22,114.2617308,30.6202155,2018-02-05T04:11:36,114.2618619,30.62176585,173,1,114.2563148,30.6226648,114.2564458,30.62421445,114.2617308,30.6202155,114.2618619,30.62176585
0nOoEL,2018-02-05T04:09:31,114.3967492,30.62991979,2018-02-05T04:11:40,114.3981262,30.62600548,455,1,114.3911971,30.63218115,114.3925748,30.62826819,114.3967492,30.62991979,114.3981262,30.62600548
3Q2RDL,2018-02-05T04:09:57,114.3743336,30.46907003,2018-02-05T04:12:09,114.3751118,30.47023818,150,1,114.3688023,30.47140225,114.3695798,30.47256924,114.3743336,30.46907003,114.3751118,30.47023818
2dvgq6,2018-02-05T04:10:07,114.4191033,30.48695548,2018-02-05T04:27:40,114.4169777,30.48282794,502,1,114.4135807,30.48927286,114.4114528,30.48514499,114.4191033,30.48695548,114.4169777,30.48282794
0nwlpr,2018-02-05T04:10:18,114.4000991,30.51309298,2018-02-05T04:12:33,114.4012257,30.51577193,317,1,114.3945582,30.5153965,114.395685,30.51807453,114.4000991,30.51309298,114.4012257,30.51577193
3noakM,2018-02-05T04:10:19,114.3877386,30.51360166,2018-02-05T16:12:57,114.3925987,30.51165383,7214684,1,114.3821968,30.51590948,114.3870566,30.51395974,114.3877386,30.51360166,114.3925987,30.51165383
04Bw2P,2018-02-05T04:10:32,114.2142026,30.5329372,2018-02-05T04:12:45,114.2098584,30.53507097,479,1,114.2087389,30.53539881,114.204385,30.53752626,114.2142026,30.5329372,114.2098584,30.53507097
04EgvL,2018-02-05T04:10:33,114.3914702,30.53319619,2018-02-05T04:12:44,114.3903287,30.53332418,110,1,114.3859262,30.53549575,114.3847848,30.53562425,114.3914702,30.53319619,114.3903287,30.53332418
3ngQvm,2018-02-05T04:10:41,114.3342841,30.54447294,2018-02-05T04:12:53,114.3348526,30.54369226,102,1,114.3287984,30.54684636,114.329366,30.54606486,114.3342841,30.54447294,114.3348526,30.54369226
05Mel2,2018-02-05T04:10:49,114.2975164,30.55562406,2018-02-05T04:13:02,114.2953577,30.55715731,268,1,114.292085,30.55806032,114.2899287,30.55959635,114.2975164,30.55562406,114.2953577,30.55715731
25QDrR,2018-02-05T04:10:58,114.2828098,30.5708771,2018-02-05T04:13:11,114.281574,30.5715103,138,1,114.2773914,30.57332816,114.2761564,30.57396256,114.2828098,30.5708771,114.281574,30.5715103
0n3QDV,2018-02-05T04:11:02,114.3304527,30.5764566,2018-02-05T16:13:33,114.3383852,30.57539624,7211745,1,114.3249704,30.57882595,114.3328901,30.57775094,114.3304527,30.5764566,114.3383852,30.57539624
0BQGED,2018-02-05T04:11:06,114.3215843,30.58398847,2018-02-05T16:13:41,114.3271608,30.5821469,7211268,1,114.3161158,30.58637194,114.3216834,30.58452043,114.3215843,30.58398847,114.3271608,30.5821469
05OP6V,2018-02-05T04:11:17,114.3914727,30.59441695,2018-02-05T16:13:48,114.3969905,30.59207132,7210165,1,114.3859233,30.59669455,114.3914418,30.5943479,114.3914727,30.59441695,114.3969905,30.59207132
2dOo2J,2018-02-05T04:11:19,114.241978,30.60075698,2018-02-05T04:13:30,114.241818,30.60166502,102,1,114.2365526,30.60321579,114.2363923,30.60412342,114.241978,30.60075698,114.241818,30.60166502
05AAvP,2018-02-05T04:11:21,114.2440995,30.60291355,2018-02-05T04:13:33,114.2441065,30.60458155,185,1,114.2386759,30.60537204,114.2386828,30.60703938,114.2440995,30.60291355,114.2441065,30.60458155
0EoOBL,2018-02-05T04:11:23,114.300088,30.60542488,2018-02-05T04:13:33,114.2992941,30.60628696,122,1,114.2946492,30.60783839,114.2938562,30.60870141,114.300088,30.60542488,114.2992941,30.60628696
3QOP5M,2018-02-05T04:11:32,114.194047,30.61776178,2018-02-05T04:13:46,114.2022737,30.6204374,842,1,114.1885272,30.6201621,114.1967749,30.62284996,114.194047,30.61776178,114.2022737,30.6204374
3QYkXq,2018-02-05T04:11:35,114.1931518,30.62202718,2018-02-05T04:13:47,114.1927478,30.62326522,143,1,114.1876292,30.62442422,114.187224,30.62566106,114.1931518,30.62202718,114.1927478,30.62326522
